Year,Coal,Natural Gas,Petroleum Products,Nuclear Electric Power,Oil Price
1970,2.52469176397826,3.7142512633150493,10.402700684631395,1.07634101110305,3.893165630192066
1971,2.496925606960136,3.788432300963041,10.372069388027393,1.05177849231329,3.8582165660923993
1972,2.56313866881557,3.8540713982297254,10.311327944945136,1.0113008189147732,3.802259427248911
1973,2.697235248526575,3.9017570973716413,10.494830311946124,0.954731365734283,3.9711447397467854
1974,3.6507300341534776,4.032226554563071,11.935682452166334,0.8129572532440403,4.976442753356982
1975,4.143965903588765,4.364561617913523,12.884104658048795,0.8260929558952579,6.125209628000433
1976,4.502427727753068,4.792039919856862,13.438346874330882,0.8952255484516666,7.023337858040332
1977,4.697263736803943,5.2815631412008095,13.775267673085317,0.9209056545045182,7.773182165485707
1978,4.837261487248987,5.618649176650732,13.819789083006642,0.9295567820769223,8.24975011462606
1979,4.880604556177143,6.074525545592183,14.596330057449094,0.974985746106296,9.802055470604977
1980,4.907178457187918,6.903695292790551,16.057009967455194,1.050581266169768,12.149054858058808
1981,4.955938976581284,7.443615649755177,17.426185086420553,1.299206390028774,13.266136993459305
1982,4.934004402616875,8.122407109982271,18.045468444620937,1.4021563085032511,13.432365328307169
1983,4.975179419275471,9.023325293279873,17.75090504468935,1.6303066169585083,13.155734567763663
1984,4.9689231446097235,9.676972668435218,17.184544122889854,1.7985707894305882,12.787485643226267
1985,4.853298553364399,9.925081198469345,16.608483873085085,1.8258736421144464,12.231125878719658
1986,4.744767475595185,9.672636600716269,15.253919501801612,1.8425987405477877,10.562986999618012
1987,4.544206225609823,9.359783492901531,14.225838767984527,1.846745996943125,9.570510497512464
1988,4.287509697573199,9.118544665389916,13.346927919608987,1.7910504381452306,8.506326634066689
1989,4.0488632665589614,8.817253497712905,12.785026774584987,1.7101135434663168,7.939225929675321
1990,3.8596720648604887,8.566173909916573,12.581639861424643,1.5784298961699135,7.82166054600001
1991,3.6740861560865037,8.407878367576316,12.163997703064618,1.4474168529251499,7.431330917762694
1992,3.4550116921564,8.10679335149524,12.02194275410593,1.2963401667282402,7.020911430481603
1993,3.284441774650814,7.775535230944548,11.806490458363026,1.1347128618812823,6.489389934280242
1994,3.145881694281121,7.6874451297697926,11.49875375568484,1.019252015540186,5.981697239767485
1995,2.9850835841755785,7.573769036335398,11.22876989398098,0.9140299160210339,5.646186532922083
1996,2.8260020421949505,7.3850286844028545,11.197814406459205,0.8357130574473196,5.61007091883453
1997,2.704019134509669,7.343990340752083,11.222614809375118,0.7782567166122183,5.43298416719662
1998,2.6189201841278753,7.186843284853857,10.815720358707388,0.7331129890139736,4.845858674778407
1999,2.5227493073619884,7.001463064613358,10.842517643196052,0.6847786732736134,4.680945700671358
2000,2.4108438638617082,7.4369185702071565,11.398411472696695,0.6535583637165376,5.188295550583214
2001,2.2968461410084418,8.128395175892303,11.611264528284314,0.6213957893216178,5.26234236005599
2002,2.2115448042004244,7.826885642825676,11.508907368452663,0.6119312888872831,5.283825737183265
2003,2.148542917157002,8.16307684504304,11.98870984207976,0.5941801206057211,5.551231387013828
2004,2.1105760636692064,8.537487965615574,12.934861255443202,0.5795501960853889,6.265578743049702
2005,2.166221884335697,9.262767864334002,14.264050102621034,0.556358904299274,7.400046162432733
2006,2.2611277861906176,9.644072922918763,15.716474432917673,0.5357557933487059,8.600465685019747
2007,2.421682328518735,9.8237572166298,16.99856389576927,0.5236964164320608,9.711556180248392
2008,2.554419674799184,10.192798752271583,18.9074944660856,0.5114736039011637,11.752201645400275
